age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
24,retired,29059.76,existing paid duly,none,1,11159.73,24,0.164,84.8,rent,business,1
38,employed,26036.73,existing paid duly,< $1000,1,10958.74,12,0.244,69.4,own,education,1
32,retired,23452.64,all paid duly,$1000-$5000,0,12878.76,36,0.205,85.6,free,education,1
28,employed,71306.92,existing paid duly,$5000-$10000,0,11811.34,48,0.023,83.6,own,business,1
62,employed,72000.46,all paid duly,$5000-$10000,1,11654.12,48,0.05,,own,car,1
50,unemployed,12110.07,no credits,$1000-$5000,0,11989.23,60,0.184,83.5,own,car,1
28,unemployed,10063.1,critical account,< $1000,0,17243.29,24,0.905,41.1,own,business,0
52,student,5185.7,all paid duly,none,0,12415.8,36,0.482,67.2,rent,business,1
40,employed,56318.29,existing paid duly,$1000-$5000,2,4750.65,12,0.048,58.0,own,appliances,1
22,unemployed,8502.23,all paid duly,none,0,18321.28,60,0.337,90.3,own,business,0
41,employed,53828.32,existing paid duly,$1000-$5000,0,4711.23,24,0.04,85.0,own,car,1
28,employed,35032.72,existing paid duly,> $10000,1,3906.69,12,0.107,82.6,rent,car,1
31,employed,42276.3,all paid duly,$1000-$5000,0,19942.63,48,0.09,69.8,own,furniture,1
63,retired,25378.84,existing paid duly,$1000-$5000,0,4661.63,24,0.066,67.3,own,furniture,1
55,employed,48878.88,critical account,$1000-$5000,0,2451.82,60,0.013,13.9,own,appliances,0
25,student,9382.42,existing paid duly,$5000-$10000,1,12032.1,36,0.307,45.0,rent,business,1
62,self-employed,41458.65,critical account,< $1000,3,19124.82,48,0.07,36.5,free,appliances,0
48,unemployed,4768.65,existing paid duly,< $1000,4,2021.57,24,0.167,94.4,own,education,0
63,unemployed,14118.07,existing paid duly,none,2,11062.73,24,0.291,71.8,own,furniture,0
57,student,14969.91,all paid duly,$1000-$5000,0,1835.8,36,0.034,100.0,own,education,1
36,employed,52046.88,no credits,< $1000,1,9302.45,12,0.179,67.0,free,car,1
46,employed,24147.12,delay in past,< $1000,1,7567.58,6,0.616,50.6,own,car,0
46,self-employed,37927.85,existing paid duly,$1000-$5000,1,3332.72,60,0.019,52.2,rent,education,1
55,employed,53018.6,existing paid duly,none,3,21453.15,48,0.063,63.7,rent,furniture,1
31,employed,66122.57,delay in past,$1000-$5000,0,12880.3,60,0.021,28.6,own,car,1
35,employed,25896.97,all paid duly,,0,16939.6,6,1.481,54.2,rent,business,1
31,employed,43041.76,delay in past,< $1000,0,18165.92,12,0.284,28.9,rent,business,1
34,employed,48085.93,all paid duly,none,1,19570.54,48,0.077,83.5,own,car,1
27,employed,58617.11,critical account,none,0,15088.24,6,0.445,21.7,own,business,0
20,retired,21113.75,all paid duly,> $10000,1,6809.77,24,0.173,73.0,own,car,1
66,employed,20369.92,all paid duly,> $10000,0,16664.19,18,0.344,89.4,own,education,1
22,retired,29218.06,existing paid duly,$1000-$5000,1,11175.75,48,0.117,42.1,rent,business,1
64,retired,33448.29,all paid duly,$1000-$5000,2,6376.98,24,0.072,83.5,rent,education,1
19,employed,43699.18,critical account,$1000-$5000,2,8824.85,12,0.26,50.3,rent,business,0
58,unemployed,10276.51,existing paid duly,$5000-$10000,1,6692.55,24,0.237,86.8,own,furniture,1
35,self-employed,43364.26,all paid duly,< $1000,2,10550.08,12,0.263,91.3,own,car,1
45,self-employed,36606.94,all paid duly,none,1,16522.84,36,0.121,81.1,own,education,1
33,employed,61166.2,critical account,$1000-$5000,2,10950.4,24,0.105,23.8,rent,furniture,0
44,employed,51103.06,existing paid duly,> $10000,0,5723.24,24,0.049,68.5,own,car,1
42,employed,52723.31,critical account,< $1000,1,2314.58,18,0.035,64.8,own,education,1
46,self-employed,79338.5,all paid duly,< $1000,0,17187.24,12,0.239,86.9,rent,car,1
39,retired,15139.32,critical account,< $1000,0,8638.69,6,1.105,33.1,rent,education,0
46,self-employed,41953.12,existing paid duly,< $1000,1,9573.36,60,0.032,80.1,own,education,1
61,unemployed,9497.49,existing paid duly,$1000-$5000,2,16931.83,18,0.84,70.9,rent,appliances,0
41,retired,19259.77,existing paid duly,< $1000,1,17923.15,24,0.601,74.1,own,appliances,1
37,self-employed,66253.08,no credits,> $10000,0,10467.33,18,0.131,65.6,rent,business,1
25,employed,42048.46,critical account,$1000-$5000,1,13472.73,60,0.039,27.5,rent,other,0
37,student,5220.91,critical account,none,2,5679.91,36,0.24,52.9,rent,education,0
25,employed,46035.9,existing paid duly,$5000-$10000,2,20607.21,6,0.524,34.9,own,business,1
28,employed,47682.84,critical account,$1000-$5000,2,12731.91,24,0.088,43.6,rent,appliances,0
67,employed,59721.24,all paid duly,< $1000,1,15258.91,24,0.094,73.4,own,appliances,1
23,retired,27302.38,all paid duly,< $1000,0,2727.15,36,0.039,47.7,own,appliances,1
43,employed,52263.06,no credits,$5000-$10000,0,12919.96,60,0.028,52.5,free,other,1
61,employed,50044.59,existing paid duly,< $1000,3,8848.7,36,0.071,69.4,own,education,1
67,employed,42035.5,no credits,none,1,9740.04,48,0.074,71.8,rent,other,1
26,employed,33719.55,existing paid duly,< $1000,0,13802.16,24,0.148,83.3,own,furniture,1
27,employed,49549.2,all paid duly,< $1000,1,16829.81,18,0.196,96.5,own,car,1
38,unemployed,7950.66,delay in past,$1000-$5000,2,8043.88,24,0.466,22.2,own,car,0
47,student,12731.5,delay in past,none,4,21033.74,36,0.366,56.8,own,education,0
67,employed,66139.37,existing paid duly,$1000-$5000,0,4770.31,12,0.078,83.1,rent,car,1
29,employed,54967.22,all paid duly,< $1000,0,11476.52,24,0.101,85.9,free,car,1
27,employed,50960.85,delay in past,$5000-$10000,1,3622.16,12,0.042,59.0,rent,furniture,1
31,employed,43614.64,all paid duly,< $1000,1,6447.39,12,0.18,47.2,free,business,1
63,self-employed,29047.55,delay in past,$5000-$10000,1,18858.55,48,0.12,32.2,own,car,1
20,self-employed,48065.67,existing paid duly,$5000-$10000,1,761.62,12,0.01,94.6,free,education,1
38,self-employed,53845.48,existing paid duly,none,1,19272.14,48,0.115,65.0,own,business,1
25,employed,48613.94,no credits,$1000-$5000,0,6903.84,18,0.055,100.0,own,appliances,1
27,self-employed,60545.56,delay in past,none,0,14068.01,36,0.042,27.0,own,business,0
65,employed,59510.95,critical account,$5000-$10000,2,2517.36,48,0.01,,own,car,0
19,employed,34098.57,existing paid duly,,1,13655.03,36,0.101,59.0,rent,other,1
35,retired,18262.16,critical account,< $1000,0,18234.49,48,0.211,50.5,own,other,0
65,unemployed,13570.2,critical account,< $1000,1,11892.76,12,0.918,29.7,own,furniture,0
50,retired,30476.25,all paid duly,< $1000,1,7939.44,18,0.138,84.1,own,car,1
22,retired,20717.52,delay in past,$5000-$10000,2,17572.24,36,0.268,60.7,own,education,0
42,self-employed,50048.76,all paid duly,$1000-$5000,2,15837.96,36,0.053,71.0,rent,appliances,1
68,retired,23137.2,existing paid duly,none,1,2934.76,36,0.034,84.4,own,appliances,1
39,employed,45497.29,all paid duly,< $1000,0,13481.18,36,0.124,77.2,own,other,1
45,employed,52444.76,critical account,< $1000,1,14133.83,12,0.302,38.2,rent,other,0
46,employed,,delay in past,$1000-$5000,3,17436.83,12,0.224,2.4,rent,business,0
52,employed,47988.67,all paid duly,none,0,6667.98,60,0.021,75.9,own,car,1
28,employed,55435.92,existing paid duly,< $1000,1,8741.17,24,0.07,92.7,own,car,1
61,employed,18437.99,existing paid duly,$5000-$10000,4,23064.89,36,0.49,82.5,free,car,1
69,unemployed,7472.57,delay in past,< $1000,0,11682.41,24,0.94,,own,car,0
26,unemployed,12870.77,critical account,$1000-$5000,2,11457.43,60,0.19,36.0,own,car,0
60,self-employed,59322.14,all paid duly,< $1000,0,19743.57,48,0.072,100.0,own,furniture,1
60,employed,4000.0,existing paid duly,,1,5225.19,12,0.727,75.2,own,appliances,1
56,unemployed,11123.17,existing paid duly,$1000-$5000,1,8672.76,48,0.116,58.1,free,car,1
37,employed,75211.09,existing paid duly,< $1000,1,16083.62,18,0.071,85.4,free,appliances,1
42,employed,13564.46,existing paid duly,< $1000,2,15846.01,18,0.613,86.6,own,other,1
61,employed,68930.36,all paid duly,> $10000,4,23220.8,48,0.044,93.3,rent,car,1
26,employed,4000.0,all paid duly,$5000-$10000,0,13258.86,18,1.5,74.7,rent,car,1
61,employed,59773.48,existing paid duly,$1000-$5000,1,6935.62,12,0.113,75.1,rent,education,1
65,student,7975.78,critical account,none,2,9079.63,36,0.37,60.1,rent,appliances,0
53,unemployed,4000.0,all paid duly,none,0,2249.4,60,0.106,90.6,free,business,1
36,self-employed,60119.71,all paid duly,none,2,20363.8,12,0.231,55.4,own,car,1
47,employed,63125.73,delay in past,> $10000,1,3159.48,36,0.015,38.7,own,business,1
21,student,9018.88,critical account,$5000-$10000,1,11698.28,24,0.832,22.8,rent,appliances,0
66,self-employed,62643.86,existing paid duly,< $1000,1,8743.57,18,0.08,56.4,rent,car,1
36,employed,38516.1,no credits,> $10000,1,3273.23,36,0.034,32.0,own,business,1
21,self-employed,18122.71,existing paid duly,none,1,6524.02,24,0.145,100.0,own,education,1
59,employed,55896.86,existing paid duly,$1000-$5000,0,12854.6,36,0.077,54.2,rent,car,1
52,employed,72558.62,existing paid duly,none,2,1220.34,36,0.01,55.5,own,other,1
50,employed,62790.9,all paid duly,< $1000,1,20303.64,60,0.068,47.0,rent,car,1
21,employed,13690.96,no credits,> $10000,2,20050.1,48,0.446,85.6,rent,appliances,1
57,employed,,all paid duly,$5000-$10000,0,2149.73,6,0.173,80.4,own,business,1
51,employed,31676.01,delay in past,none,1,18304.54,36,0.213,,rent,car,0
59,employed,19910.64,existing paid duly,< $1000,1,7252.5,24,0.22,64.6,rent,business,1
61,retired,24371.2,all paid duly,$1000-$5000,0,1816.34,6,0.169,92.6,own,car,1
29,employed,51196.3,existing paid duly,none,0,6469.2,24,0.033,61.4,own,car,1
29,employed,22473.51,delay in past,$1000-$5000,0,16273.31,36,0.121,14.2,own,furniture,1
66,employed,57239.77,all paid duly,$1000-$5000,1,14157.9,12,0.298,58.8,rent,other,1
46,retired,29049.27,existing paid duly,< $1000,2,5667.1,18,0.141,45.8,rent,other,1
41,self-employed,42023.5,existing paid duly,< $1000,0,14523.94,24,0.219,75.0,own,car,1
33,retired,22550.82,existing paid duly,< $1000,1,15017.64,18,0.326,86.7,rent,education,1
51,employed,14290.63,critical account,> $10000,0,14985.8,48,0.296,61.4,rent,other,0
57,employed,39766.87,critical account,< $1000,0,11042.81,12,0.317,5.6,own,business,0
19,self-employed,52134.41,all paid duly,$1000-$5000,0,16469.44,36,0.125,93.2,own,car,1
47,employed,47657.77,no credits,< $1000,1,13656.89,36,0.101,,rent,furniture,1
69,student,9060.86,all paid duly,$1000-$5000,0,2945.28,18,0.132,100.0,own,furniture,1
33,student,8683.88,all paid duly,none,1,17114.99,24,1.028,100.0,rent,furniture,0
33,employed,40836.59,existing paid duly,none,1,7154.15,12,0.172,100.0,rent,education,1
63,retired,26404.04,critical account,$1000-$5000,2,15672.99,12,0.455,49.4,rent,business,0
22,self-employed,70236.98,delay in past,$1000-$5000,2,15031.58,24,0.071,56.9,own,business,0
39,employed,43495.91,all paid duly,,2,7755.32,12,0.215,74.8,own,furniture,1
42,employed,50002.12,existing paid duly,< $1000,1,3835.47,48,0.012,59.2,free,business,1
59,employed,42067.81,no credits,> $10000,2,15456.85,24,0.154,55.6,own,education,1
25,student,6189.08,existing paid duly,none,1,17908.75,6,1.5,81.1,own,appliances,0
41,employed,53235.35,no credits,none,3,19372.34,18,0.31,98.1,own,car,1
26,employed,36255.19,critical account,< $1000,0,12716.84,48,0.091,28.6,rent,furniture,0
59,self-employed,59027.87,delay in past,< $1000,0,4934.44,12,0.062,37.0,own,furniture,0
51,employed,45445.02,all paid duly,$1000-$5000,2,7332.7,36,0.029,55.3,rent,furniture,1
44,employed,40213.03,existing paid duly,$1000-$5000,0,15215.24,6,0.571,74.4,own,business,1
39,self-employed,46027.8,existing paid duly,< $1000,0,8511.65,60,0.027,92.1,rent,education,1
26,employed,36997.09,delay in past,$1000-$5000,1,15522.88,18,0.323,73.0,rent,furniture,1
66,employed,19078.63,existing paid duly,< $1000,0,6534.27,24,0.137,94.8,own,education,1
52,employed,51030.6,all paid duly,$1000-$5000,1,654.37,24,0.01,89.5,rent,business,1
35,employed,48646.86,existing paid duly,none,1,12881.46,18,0.211,71.6,rent,business,1
40,employed,58382.31,no credits,< $1000,0,12217.87,36,0.036,93.1,rent,appliances,1
56,unemployed,7325.91,existing paid duly,$1000-$5000,2,14011.05,6,1.5,50.0,own,appliances,0
55,retired,39921.22,all paid duly,< $1000,2,6302.58,12,0.139,74.1,rent,business,1
42,employed,39019.16,existing paid duly,none,2,17947.47,12,0.255,100.0,own,car,1
34,retired,16649.08,delay in past,< $1000,2,11006.16,24,0.212,30.7,own,appliances,0
52,self-employed,33914.93,all paid duly,$1000-$5000,1,16134.89,48,0.153,81.4,own,furniture,1
52,self-employed,20442.61,existing paid duly,none,2,13657.95,6,1.5,81.4,own,business,0
49,unemployed,13827.78,delay in past,$1000-$5000,1,9044.05,48,0.182,51.5,own,other,0
22,unemployed,13318.86,all paid duly,$1000-$5000,2,15128.0,48,0.294,100.0,rent,furniture,0
43,student,9682.09,existing paid duly,,1,12297.66,6,1.366,97.5,rent,car,1
50,employed,30886.6,existing paid duly,< $1000,3,12027.7,12,0.455,78.6,own,car,1
67,employed,73527.47,existing paid duly,$5000-$10000,2,14461.62,18,0.115,95.0,own,other,1
45,employed,39460.42,delay in past,none,2,2393.39,12,0.035,,rent,furniture,0
36,employed,40762.84,existing paid duly,$5000-$10000,0,18250.09,36,0.11,67.2,own,appliances,1
47,self-employed,78158.12,existing paid duly,$1000-$5000,1,7385.8,24,0.043,100.0,rent,car,1
28,employed,55377.84,all paid duly,none,3,5613.74,18,0.035,100.0,own,car,1
23,employed,79667.37,no credits,$1000-$5000,2,17105.03,36,0.05,47.0,rent,car,1
53,employed,48917.38,no credits,< $1000,1,5259.27,12,0.083,69.8,own,appliances,1
69,employed,38746.76,critical account,< $1000,0,19917.51,48,0.112,37.4,rent,car,0
62,self-employed,40865.15,critical account,< $1000,1,9134.58,36,0.037,42.5,own,other,1
48,self-employed,18384.67,delay in past,$1000-$5000,2,6912.59,18,0.239,72.9,own,business,1
21,employed,40612.12,all paid duly,$1000-$5000,1,1795.78,24,0.015,100.0,free,other,1
69,employed,63027.35,existing paid duly,$5000-$10000,1,1380.94,12,0.021,70.7,rent,furniture,1
41,employed,54431.64,delay in past,< $1000,0,2355.24,60,0.01,70.2,own,education,1
33,employed,45319.85,existing paid duly,$1000-$5000,0,598.14,18,0.01,81.7,own,car,1
64,unemployed,5865.96,all paid duly,$1000-$5000,1,7222.17,48,0.307,81.6,rent,education,1
57,self-employed,56129.09,critical account,$1000-$5000,2,7209.25,60,0.026,4.4,own,education,0
57,employed,60951.82,all paid duly,< $1000,0,8886.79,24,0.038,100.0,free,car,1
33,employed,51783.83,all paid duly,< $1000,0,5042.0,36,0.03,92.9,own,other,1
69,retired,25400.58,critical account,$1000-$5000,2,1895.8,24,0.043,42.0,own,car,0
42,unemployed,6489.58,existing paid duly,< $1000,1,1982.05,6,0.406,52.3,own,car,1
46,employed,58658.11,existing paid duly,none,1,4254.45,60,0.013,100.0,own,business,1
57,employed,4000.0,existing paid duly,< $1000,0,6673.5,24,0.714,72.7,own,education,1
52,employed,51029.82,critical account,< $1000,1,3555.14,48,0.021,14.5,own,car,0
27,retired,45590.7,all paid duly,none,1,8000.79,36,0.05,58.6,free,other,1
34,employed,21243.12,delay in past,none,0,18483.29,12,1.091,62.2,own,car,1
37,employed,41198.43,all paid duly,$1000-$5000,1,5881.32,18,0.097,94.7,rent,education,1
67,retired,23933.55,all paid duly,> $10000,1,3972.98,12,0.157,73.7,own,car,1
55,unemployed,7542.86,existing paid duly,< $1000,0,13463.14,12,1.307,78.3,rent,car,0
37,employed,61322.89,existing paid duly,none,1,10575.79,36,0.056,82.0,own,education,1
56,employed,52441.1,all paid duly,$5000-$10000,1,1492.53,6,0.034,84.5,rent,appliances,1
56,employed,47398.73,existing paid duly,< $1000,1,16655.36,60,0.059,57.4,rent,education,1
39,self-employed,66510.36,existing paid duly,> $10000,0,14449.19,18,0.105,87.3,rent,furniture,1
39,employed,45263.82,existing paid duly,,3,22490.92,24,0.257,85.1,free,car,1
64,retired,50710.86,delay in past,< $1000,0,18796.98,12,0.412,60.2,own,other,0
47,retired,25271.31,delay in past,< $1000,0,11892.84,6,1.169,35.0,own,car,0
26,employed,48075.69,existing paid duly,< $1000,2,15265.16,24,0.108,46.0,own,education,1
55,self-employed,20869.48,existing paid duly,$1000-$5000,1,8909.65,18,0.344,71.4,rent,car,1
49,employed,36440.66,existing paid duly,none,1,18716.37,24,0.302,86.7,own,car,1
44,employed,63071.2,existing paid duly,$5000-$10000,2,12407.75,24,0.117,88.7,rent,car,1
55,unemployed,4793.31,all paid duly,$1000-$5000,2,7533.08,12,1.5,92.5,free,car,0
65,employed,11018.47,all paid duly,$5000-$10000,4,822.1,24,0.027,73.9,own,education,1
35,employed,45508.97,all paid duly,$5000-$10000,1,12532.56,18,0.221,67.5,own,furniture,1
40,employed,66589.23,existing paid duly,< $1000,0,10745.96,12,0.158,69.7,own,appliances,1
28,employed,45667.5,critical account,< $1000,1,17148.19,36,0.137,34.9,own,car,0
52,employed,39706.04,existing paid duly,$5000-$10000,0,4146.59,6,0.139,89.9,own,furniture,1
39,unemployed,4000.0,existing paid duly,< $1000,1,17220.34,12,1.5,61.4,own,furniture,0
36,student,9266.31,existing paid duly,none,2,877.83,24,0.034,62.9,rent,car,0
54,self-employed,64035.21,existing paid duly,< $1000,0,11952.61,24,0.085,100.0,rent,car,1
39,student,4000.0,existing paid duly,< $1000,3,9474.42,60,0.394,97.9,own,car,1
42,employed,62868.89,existing paid duly,$5000-$10000,0,6964.65,48,0.034,54.1,own,car,1
41,student,10143.95,delay in past,< $1000,1,9396.73,36,0.157,76.4,rent,furniture,0
32,employed,62833.98,no credits,$1000-$5000,4,5832.04,24,0.026,49.8,own,car,1
25,employed,54190.52,existing paid duly,> $10000,2,4484.48,18,0.042,62.2,rent,furniture,1
61,retired,29490.93,existing paid duly,< $1000,3,18629.52,6,0.801,64.2,own,furniture,1
23,employed,53201.35,delay in past,$1000-$5000,1,5188.35,48,0.02,48.6,free,furniture,0
35,employed,58678.44,critical account,none,0,14870.95,18,0.181,46.2,rent,car,0
53,employed,16354.57,delay in past,none,2,15808.68,18,0.834,51.9,rent,education,0
25,employed,21358.31,existing paid duly,none,0,1151.31,24,0.018,81.1,rent,furniture,1
52,employed,33407.88,all paid duly,< $1000,1,18564.96,36,0.132,74.8,rent,other,1
56,employed,42955.33,existing paid duly,< $1000,3,18276.29,24,0.237,76.7,own,car,1
52,retired,27260.35,delay in past,< $1000,0,16023.31,12,0.422,51.4,rent,car,0
34,employed,50113.74,critical account,< $1000,1,17093.19,60,0.072,10.0,rent,appliances,0
20,employed,62594.42,delay in past,none,0,11859.79,12,0.183,58.7,own,car,1
64,employed,63088.8,all paid duly,$1000-$5000,1,20864.47,60,0.078,83.7,rent,car,1
35,student,5557.32,delay in past,none,0,3993.47,18,0.252,37.1,own,appliances,0
60,employed,48757.57,critical account,$5000-$10000,1,2006.08,60,0.011,27.4,own,education,1
29,employed,31646.65,existing paid duly,$5000-$10000,0,14231.27,48,0.143,62.8,own,business,1
27,employed,42035.11,existing paid duly,$1000-$5000,2,6854.95,18,0.056,65.6,own,car,1
58,self-employed,57856.6,existing paid duly,$1000-$5000,2,13596.6,48,0.053,100.0,own,car,1
66,unemployed,4000.0,existing paid duly,$1000-$5000,1,8545.09,6,1.5,100.0,rent,car,1
62,self-employed,95884.64,all paid duly,$1000-$5000,2,7704.09,6,0.113,32.9,own,appliances,1
57,unemployed,10784.19,no credits,> $10000,2,19710.18,18,1.5,78.8,free,furniture,0
31,employed,35617.67,delay in past,> $10000,2,3596.83,24,0.032,67.2,free,education,1
65,employed,75356.07,critical account,< $1000,0,4185.22,6,0.079,31.1,own,other,1
53,employed,39527.96,delay in past,$1000-$5000,2,14875.19,24,0.095,66.7,rent,other,1
27,employed,47087.18,all paid duly,,2,17336.79,60,0.071,100.0,own,car,1
25,employed,37327.93,no credits,none,0,16728.18,48,0.133,45.3,rent,education,1
63,employed,71018.87,all paid duly,< $1000,2,5508.16,12,0.077,84.4,own,business,1
33,employed,43346.49,delay in past,$1000-$5000,1,18586.27,24,0.219,85.2,own,appliances,1
58,self-employed,54720.61,existing paid duly,$1000-$5000,3,14244.17,12,0.144,,own,other,1
26,employed,63959.57,critical account,< $1000,0,16552.76,12,0.277,32.9,rent,business,0
33,self-employed,62649.54,all paid duly,< $1000,3,2111.6,60,0.01,73.9,own,business,1
33,self-employed,51010.87,existing paid duly,none,1,7832.41,60,0.027,88.9,own,car,1
33,employed,62488.66,delay in past,$1000-$5000,3,12345.07,12,0.191,71.4,rent,education,1
53,employed,84981.11,all paid duly,$5000-$10000,1,12338.2,12,0.186,84.9,own,education,1
65,self-employed,57776.87,critical account,$5000-$10000,1,2553.49,18,0.032,35.6,rent,business,0
65,self-employed,54125.03,existing paid duly,< $1000,2,12104.22,18,0.156,39.1,rent,education,1
56,employed,47687.38,no credits,< $1000,0,13476.99,6,0.478,95.6,own,furniture,1
29,employed,65639.26,no credits,$1000-$5000,0,7551.1,12,0.061,63.6,own,education,1
67,self-employed,41094.6,critical account,$1000-$5000,2,11290.86,18,0.17,32.4,own,other,0
46,self-employed,46934.62,existing paid duly,< $1000,1,6515.3,12,0.143,87.5,free,furniture,1
46,employed,20785.27,delay in past,< $1000,2,19222.23,48,0.246,53.6,rent,appliances,1
54,employed,,delay in past,none,1,12793.76,36,0.16,68.1,own,education,0
58,retired,19650.48,existing paid duly,$1000-$5000,0,11249.84,24,0.212,80.9,rent,furniture,0
67,employed,44118.99,delay in past,$1000-$5000,0,18914.97,18,0.193,53.7,own,furniture,1
48,student,12953.43,critical account,< $1000,1,14139.47,48,0.156,40.6,own,education,0
50,employed,53441.89,all paid duly,$5000-$10000,0,5956.56,12,0.118,61.8,own,appliances,1
57,employed,30634.76,delay in past,$1000-$5000,2,14315.6,48,0.149,47.3,rent,car,0
32,employed,33534.31,all paid duly,$5000-$10000,1,20214.24,6,1.109,100.0,own,other,1
34,employed,66652.29,all paid duly,< $1000,0,959.39,60,0.01,65.8,rent,appliances,1
50,retired,33463.53,existing paid duly,< $1000,2,13990.38,12,0.441,57.1,own,furniture,1
22,employed,45443.36,delay in past,> $10000,1,3736.2,48,0.013,34.2,rent,car,1
35,retired,20282.78,no credits,> $10000,1,17242.01,6,1.11,72.8,rent,car,1
55,employed,62717.69,existing paid duly,> $10000,2,14292.68,48,0.038,95.2,own,car,1
68,student,5218.68,existing paid duly,$5000-$10000,2,20648.42,24,1.5,79.8,own,car,1
45,retired,27293.06,all paid duly,< $1000,0,13556.77,6,0.509,42.8,rent,car,1
39,self-employed,93362.39,delay in past,none,1,877.56,36,0.01,61.7,own,other,0
41,employed,48234.35,critical account,< $1000,0,10451.9,12,0.174,27.0,own,business,1
53,self-employed,37883.91,no credits,> $10000,1,19027.6,24,0.258,79.2,rent,appliances,1
46,employed,51463.31,all paid duly,< $1000,1,5281.4,18,0.046,79.3,own,education,1
20,retired,20051.93,critical account,$1000-$5000,2,2328.13,36,0.049,19.5,rent,business,0
46,employed,23042.68,all paid duly,$5000-$10000,2,15991.59,48,0.133,80.7,own,other,1
39,employed,56041.32,no credits,> $10000,1,10813.86,24,0.12,62.1,own,car,1
54,employed,62605.89,critical account,> $10000,0,1428.11,36,0.01,40.5,rent,business,1
63,self-employed,46341.5,critical account,$1000-$5000,1,6256.26,48,0.028,19.1,rent,other,0
68,retired,20831.22,existing paid duly,< $1000,3,7902.34,36,0.137,49.8,own,other,1
50,employed,29855.35,existing paid duly,> $10000,4,16227.96,18,0.341,83.2,own,furniture,1
37,unemployed,8527.7,critical account,none,0,9696.2,24,0.347,55.0,own,appliances,0
41,retired,19276.11,existing paid duly,none,0,10000.21,12,0.551,80.4,own,education,1
27,employed,29076.24,existing paid duly,> $10000,2,17851.65,24,0.296,58.3,free,car,1
66,employed,74801.66,delay in past,$1000-$5000,1,6225.59,12,0.079,36.7,own,car,1
62,self-employed,60490.17,existing paid duly,< $1000,2,14976.69,48,0.067,57.7,rent,furniture,1
62,self-employed,62417.59,existing paid duly,none,0,7667.37,24,0.063,86.0,own,car,1
35,employed,58913.54,existing paid duly,< $1000,2,9524.04,24,0.064,55.1,own,car,1
35,student,10158.9,existing paid duly,,1,11907.1,12,0.884,85.9,rent,car,1
62,employed,38493.52,existing paid duly,$1000-$5000,1,14768.37,6,0.537,81.5,rent,appliances,1
46,retired,26289.44,existing paid duly,< $1000,2,20824.44,36,0.253,92.3,own,other,1
54,student,7246.71,existing paid duly,$1000-$5000,0,5745.72,24,0.293,89.1,own,appliances,1
43,student,9227.7,delay in past,$5000-$10000,1,2649.18,60,0.034,59.8,own,education,0
41,employed,50381.63,existing paid duly,$5000-$10000,2,9747.59,24,0.109,43.6,own,other,1
51,employed,38973.1,no credits,< $1000,1,11719.01,12,0.201,81.0,rent,education,1
60,employed,24063.55,all paid duly,$1000-$5000,3,5687.98,36,0.05,84.1,own,education,1
36,employed,47303.23,all paid duly,< $1000,1,18757.9,36,0.156,75.3,own,education,1
60,self-employed,48282.3,delay in past,< $1000,0,16077.52,6,0.707,74.5,own,car,0
31,employed,15226.64,existing paid duly,none,1,10632.77,36,0.259,67.3,rent,business,1
39,employed,52995.67,all paid duly,< $1000,0,9276.25,12,0.137,72.5,own,furniture,1
65,employed,60204.14,delay in past,$1000-$5000,0,1294.45,12,0.021,70.2,rent,other,1
67,employed,84821.61,no credits,< $1000,2,12066.28,6,0.354,62.7,own,car,1
66,employed,38838.64,all paid duly,< $1000,0,12117.07,24,0.113,71.6,own,car,1
35,self-employed,42195.44,delay in past,,2,19675.5,36,0.086,29.7,own,furniture,0
62,unemployed,5505.32,existing paid duly,none,2,11298.55,12,1.304,55.2,rent,car,0
66,employed,48286.11,delay in past,$1000-$5000,2,3925.75,36,0.033,36.8,own,other,1
68,student,8566.49,delay in past,< $1000,3,4612.78,36,0.13,61.2,free,education,0
20,student,5728.37,critical account,none,0,3617.41,18,0.375,,own,furniture,0
56,employed,42244.85,no credits,> $10000,1,19741.5,6,0.867,36.6,rent,business,1
69,self-employed,15988.28,delay in past,< $1000,2,17568.2,12,1.392,55.5,own,furniture,0
57,employed,59590.43,delay in past,$5000-$10000,1,17412.09,12,0.217,38.6,own,car,0
30,employed,32861.8,all paid duly,$1000-$5000,5,21110.57,60,0.118,81.7,rent,furniture,1
57,employed,44454.16,critical account,$1000-$5000,1,2483.12,48,0.018,58.1,own,furniture,1
24,employed,22529.58,existing paid duly,$1000-$5000,1,14902.07,6,0.874,71.3,own,business,1
43,student,6369.41,critical account,none,3,16369.75,24,1.255,62.2,rent,appliances,0
50,retired,21651.43,existing paid duly,$5000-$10000,0,4884.02,12,0.124,68.8,rent,car,1
42,student,7968.39,existing paid duly,$5000-$10000,1,10571.38,6,1.5,88.1,rent,business,1
54,self-employed,60731.13,all paid duly,< $1000,1,14088.27,18,0.086,72.1,own,business,1
31,self-employed,78191.17,critical account,$1000-$5000,1,18897.96,12,0.185,36.9,rent,furniture,1
49,retired,30154.77,existing paid duly,< $1000,2,2918.63,12,0.064,53.2,rent,education,1
51,employed,60154.09,no credits,$5000-$10000,0,17897.77,18,0.226,55.3,rent,furniture,1
51,employed,67776.14,no credits,$5000-$10000,0,18487.09,18,0.158,66.0,rent,furniture,1
